,Date,DayOfTheWeek,Time,NumberOfPeople,Longitude,Latitude
929,2016-12-22,4,10,4,-79.90675999999999,43.6533
930,2016-12-22,4,10:30,6,-79.90675999999999,43.6533
931,2016-12-22,4,11,6,-79.90675999999999,43.6533
932,2016-12-22,4,11:30,4,-79.90675999999999,43.6533
933,2016-12-22,4,12,4,-79.90675999999999,43.6533
934,2016-12-22,4,12:30,5,-79.90675999999999,43.6533
935,2016-12-22,4,13,3,-79.90675999999999,43.6533
936,2016-12-22,4,13:30,3,-79.90675999999999,43.6533
937,2016-12-22,4,14,2,-79.90675999999999,43.6533
938,2016-12-22,4,14:30,7,-79.90675999999999,43.6533
939,2016-12-22,4,15,3,-79.90675999999999,43.6533
940,2016-12-22,4,15:30,2,-79.90675999999999,43.6533
941,2016-12-22,4,16:30,3,-79.90675999999999,43.6533
942,2016-12-22,4,17,1,-79.90675999999999,43.6533
943,2016-12-22,4,8:30,2,-79.90675999999999,43.6533
944,2016-12-22,4,9,2,-79.90675999999999,43.6533
945,2016-12-23,5,10,3,-79.90675999999999,43.6533
946,2016-12-23,5,10:30,7,-79.90675999999999,43.6533
947,2016-12-23,5,11,5,-79.90675999999999,43.6533
948,2016-12-23,5,11:30,6,-79.90675999999999,43.6533
949,2016-12-23,5,12,4,-79.90675999999999,43.6533
950,2016-12-23,5,12:30,5,-79.90675999999999,43.6533
951,2016-12-23,5,13,5,-79.90675999999999,43.6533
952,2016-12-23,5,13:30,4,-79.90675999999999,43.6533
953,2016-12-23,5,14,9,-79.90675999999999,43.6533
954,2016-12-23,5,14:30,3,-79.90675999999999,43.6533
955,2016-12-23,5,15,3,-79.90675999999999,43.6533
956,2016-12-23,5,15:30,2,-79.90675999999999,43.6533
957,2016-12-23,5,8,2,-79.90675999999999,43.6533
958,2016-12-23,5,8:30,3,-79.90675999999999,43.6533
959,2016-12-23,5,9,5,-79.90675999999999,43.6533
960,2016-12-23,5,9:30,5,-79.90675999999999,43.6533
961,2016-12-24,6,10,8,-79.90675999999999,43.6533
962,2016-12-24,6,10:30,6,-79.90675999999999,43.6533
963,2016-12-24,6,11,8,-79.90675999999999,43.6533
964,2016-12-24,6,11:30,10,-79.90675999999999,43.6533
965,2016-12-24,6,12,4,-79.90675999999999,43.6533
966,2016-12-24,6,12:30,9,-79.90675999999999,43.6533
967,2016-12-24,6,13,5,-79.90675999999999,43.6533
968,2016-12-24,6,13:30,4,-79.90675999999999,43.6533
969,2016-12-24,6,14,8,-79.90675999999999,43.6533
970,2016-12-24,6,14:30,3,-79.90675999999999,43.6533
971,2016-12-24,6,15,2,-79.90675999999999,43.6533
972,2016-12-24,6,16,2,-79.90675999999999,43.6533
973,2016-12-24,6,8,4,-79.90675999999999,43.6533
974,2016-12-24,6,8:30,3,-79.90675999999999,43.6533
975,2016-12-24,6,9,2,-79.90675999999999,43.6533
976,2016-12-24,6,9:30,3,-79.90675999999999,43.6533
977,2016-12-27,2,10:30,2,-79.90675999999999,43.6533
978,2016-12-27,2,11,5,-79.90675999999999,43.6533
979,2016-12-27,2,11:30,5,-79.90675999999999,43.6533
980,2016-12-27,2,12,1,-79.90675999999999,43.6533
981,2016-12-27,2,13,2,-79.90675999999999,43.6533
982,2016-12-27,2,13:30,3,-79.90675999999999,43.6533
983,2016-12-27,2,14,2,-79.90675999999999,43.6533
984,2016-12-27,2,14:30,2,-79.90675999999999,43.6533
985,2016-12-27,2,15,2,-79.90675999999999,43.6533
986,2016-12-27,2,9:30,1,-79.90675999999999,43.6533
987,2016-12-28,3,10,1,-79.90675999999999,43.6533
988,2016-12-28,3,10:30,8,-79.90675999999999,43.6533
989,2016-12-28,3,11,4,-79.90675999999999,43.6533
990,2016-12-28,3,11:30,9,-79.90675999999999,43.6533
991,2016-12-28,3,12,5,-79.90675999999999,43.6533
992,2016-12-28,3,13,2,-79.90675999999999,43.6533
993,2016-12-28,3,13:30,4,-79.90675999999999,43.6533
994,2016-12-28,3,14,2,-79.90675999999999,43.6533
995,2016-12-28,3,14:30,2,-79.90675999999999,43.6533
996,2016-12-28,3,15,5,-79.90675999999999,43.6533
997,2016-12-28,3,16,4,-79.90675999999999,43.6533
998,2016-12-28,3,9,1,-79.90675999999999,43.6533
999,2016-12-28,3,9:30,1,-79.90675999999999,43.6533
1000,2016-12-29,4,10,2,-79.90675999999999,43.6533
1001,2016-12-29,4,10:30,6,-79.90675999999999,43.6533
1002,2016-12-29,4,11,2,-79.90675999999999,43.6533
1003,2016-12-29,4,11:30,5,-79.90675999999999,43.6533
1004,2016-12-29,4,12,5,-79.90675999999999,43.6533
1005,2016-12-29,4,12:30,4,-79.90675999999999,43.6533
1006,2016-12-29,4,13,3,-79.90675999999999,43.6533
1007,2016-12-29,4,13:30,8,-79.90675999999999,43.6533
1008,2016-12-29,4,14,6,-79.90675999999999,43.6533
1009,2016-12-29,4,14:30,7,-79.90675999999999,43.6533
1010,2016-12-29,4,15,1,-79.90675999999999,43.6533
1011,2016-12-29,4,15:30,3,-79.90675999999999,43.6533
1012,2016-12-29,4,16,3,-79.90675999999999,43.6533
1013,2016-12-29,4,16:30,1,-79.90675999999999,43.6533
1014,2016-12-29,4,17,1,-79.90675999999999,43.6533
1015,2016-12-29,4,8:30,1,-79.90675999999999,43.6533
1016,2016-12-29,4,9,1,-79.90675999999999,43.6533
1017,2016-12-29,4,9:30,2,-79.90675999999999,43.6533
1018,2016-12-30,5,10,3,-79.90675999999999,43.6533
1019,2016-12-30,5,10:30,1,-79.90675999999999,43.6533
1020,2016-12-30,5,11,4,-79.90675999999999,43.6533
1021,2016-12-30,5,11:30,4,-79.90675999999999,43.6533
1022,2016-12-30,5,12,4,-79.90675999999999,43.6533
1023,2016-12-30,5,12:30,3,-79.90675999999999,43.6533
1024,2016-12-30,5,13,6,-79.90675999999999,43.6533
1025,2016-12-30,5,13:30,7,-79.90675999999999,43.6533
1026,2016-12-30,5,14,4,-79.90675999999999,43.6533
1027,2016-12-30,5,14:30,2,-79.90675999999999,43.6533
1028,2016-12-30,5,15,4,-79.90675999999999,43.6533
1029,2016-12-30,5,15:30,3,-79.90675999999999,43.6533
1030,2016-12-30,5,16,1,-79.90675999999999,43.6533
1031,2016-12-30,5,16:30,2,-79.90675999999999,43.6533
1032,2016-12-30,5,9,1,-79.90675999999999,43.6533
1033,2016-12-31,6,10,6,-79.90675999999999,43.6533
1034,2016-12-31,6,10:30,2,-79.90675999999999,43.6533
1035,2016-12-31,6,11,5,-79.90675999999999,43.6533
1036,2016-12-31,6,11:30,4,-79.90675999999999,43.6533
1037,2016-12-31,6,12,7,-79.90675999999999,43.6533
1038,2016-12-31,6,12:30,3,-79.90675999999999,43.6533
1039,2016-12-31,6,13,7,-79.90675999999999,43.6533
1040,2016-12-31,6,13:30,4,-79.90675999999999,43.6533
1041,2016-12-31,6,14,5,-79.90675999999999,43.6533
1042,2016-12-31,6,14:30,6,-79.90675999999999,43.6533
1043,2016-12-31,6,15,3,-79.90675999999999,43.6533
1044,2016-12-31,6,15:30,2,-79.90675999999999,43.6533
1045,2016-12-31,6,17:30,1,-79.90675999999999,43.6533
1046,2016-12-31,6,8:30,1,-79.90675999999999,43.6533
1047,2016-12-31,6,9:30,1,-79.90675999999999,43.6533
1048,2017-01-01,0,1,1,-79.90675999999999,43.6533
1049,2017-01-03,2,10,6,-79.90675999999999,43.6533
1050,2017-01-03,2,10:30,5,-79.90675999999999,43.6533
1051,2017-01-03,2,11,2,-79.90675999999999,43.6533
1052,2017-01-03,2,11:30,2,-79.90675999999999,43.6533
1053,2017-01-03,2,12,3,-79.90675999999999,43.6533
1054,2017-01-03,2,12:30,2,-79.90675999999999,43.6533
1055,2017-01-03,2,13,3,-79.90675999999999,43.6533
1056,2017-01-03,2,13:30,6,-79.90675999999999,43.6533
1057,2017-01-03,2,14,2,-79.90675999999999,43.6533
1058,2017-01-03,2,14:30,2,-79.90675999999999,43.6533
1059,2017-01-03,2,15,2,-79.90675999999999,43.6533
1060,2017-01-03,2,15:30,2,-79.90675999999999,43.6533
1061,2017-01-03,2,16,2,-79.90675999999999,43.6533
1062,2017-01-03,2,16:30,1,-79.90675999999999,43.6533
1063,2017-01-03,2,17,1,-79.90675999999999,43.6533
1064,2017-01-03,2,9,3,-79.90675999999999,43.6533
1065,2017-01-03,2,9:30,1,-79.90675999999999,43.6533
1066,2017-01-04,3,10,3,-79.90675999999999,43.6533
1067,2017-01-04,3,10:30,3,-79.90675999999999,43.6533
1068,2017-01-04,3,11,3,-79.90675999999999,43.6533
1069,2017-01-04,3,11:30,3,-79.90675999999999,43.6533
1070,2017-01-04,3,12,2,-79.90675999999999,43.6533
1071,2017-01-04,3,12:30,1,-79.90675999999999,43.6533
1072,2017-01-04,3,13,2,-79.90675999999999,43.6533
1073,2017-01-04,3,13:30,2,-79.90675999999999,43.6533
1074,2017-01-04,3,14,1,-79.90675999999999,43.6533
1075,2017-01-04,3,14:30,5,-79.90675999999999,43.6533
1076,2017-01-04,3,15,2,-79.90675999999999,43.6533
1077,2017-01-04,3,15:30,2,-79.90675999999999,43.6533
1078,2017-01-04,3,16:30,3,-79.90675999999999,43.6533
1079,2017-01-04,3,17,3,-79.90675999999999,43.6533
1080,2017-01-04,3,9,1,-79.90675999999999,43.6533
1081,2017-01-04,3,9:30,1,-79.90675999999999,43.6533
1082,2017-01-05,4,10:30,3,-79.90675999999999,43.6533
1083,2017-01-05,4,11,4,-79.90675999999999,43.6533
1084,2017-01-05,4,11:30,4,-79.90675999999999,43.6533
1085,2017-01-05,4,12,5,-79.90675999999999,43.6533
1086,2017-01-05,4,12:30,6,-79.90675999999999,43.6533
1087,2017-01-05,4,13,6,-79.90675999999999,43.6533
1088,2017-01-05,4,13:30,3,-79.90675999999999,43.6533
1089,2017-01-05,4,14,2,-79.90675999999999,43.6533
1090,2017-01-05,4,14:30,3,-79.90675999999999,43.6533
1091,2017-01-05,4,15,2,-79.90675999999999,43.6533
1092,2017-01-05,4,15:30,2,-79.90675999999999,43.6533
1093,2017-01-05,4,17,1,-79.90675999999999,43.6533
1094,2017-01-05,4,8,2,-79.90675999999999,43.6533
1095,2017-01-05,4,8:30,3,-79.90675999999999,43.6533
1096,2017-01-05,4,9,2,-79.90675999999999,43.6533
1097,2017-01-05,4,9:30,3,-79.90675999999999,43.6533
1098,2017-01-06,5,10,3,-79.90675999999999,43.6533
1099,2017-01-06,5,10:30,2,-79.90675999999999,43.6533
1100,2017-01-06,5,11,3,-79.90675999999999,43.6533
1101,2017-01-06,5,12,3,-79.90675999999999,43.6533
1102,2017-01-06,5,12:30,6,-79.90675999999999,43.6533
1103,2017-01-06,5,13,2,-79.90675999999999,43.6533
1104,2017-01-06,5,13:30,2,-79.90675999999999,43.6533
1105,2017-01-06,5,14,7,-79.90675999999999,43.6533
1106,2017-01-06,5,14:30,1,-79.90675999999999,43.6533
1107,2017-01-06,5,15,2,-79.90675999999999,43.6533
1108,2017-01-06,5,15:30,1,-79.90675999999999,43.6533
1109,2017-01-06,5,16,2,-79.90675999999999,43.6533
1110,2017-01-06,5,8:30,4,-79.90675999999999,43.6533
1111,2017-01-06,5,9,4,-79.90675999999999,43.6533
1112,2017-01-06,5,9:30,1,-79.90675999999999,43.6533
1113,2017-01-07,6,10,4,-79.90675999999999,43.6533
1114,2017-01-07,6,10:30,6,-79.90675999999999,43.6533
1115,2017-01-07,6,11,5,-79.90675999999999,43.6533
1116,2017-01-07,6,11:30,10,-79.90675999999999,43.6533
1117,2017-01-07,6,12,3,-79.90675999999999,43.6533
1118,2017-01-07,6,12:30,5,-79.90675999999999,43.6533
1119,2017-01-07,6,13,8,-79.90675999999999,43.6533
1120,2017-01-07,6,13:30,9,-79.90675999999999,43.6533
1121,2017-01-07,6,14,6,-79.90675999999999,43.6533
1122,2017-01-07,6,14:30,6,-79.90675999999999,43.6533
1123,2017-01-07,6,15,4,-79.90675999999999,43.6533
1124,2017-01-07,6,15:30,5,-79.90675999999999,43.6533
1125,2017-01-07,6,16,5,-79.90675999999999,43.6533
1126,2017-01-07,6,16:30,2,-79.90675999999999,43.6533
1127,2017-01-07,6,8,1,-79.90675999999999,43.6533
1128,2017-01-07,6,8:30,2,-79.90675999999999,43.6533
1129,2017-01-07,6,9,2,-79.90675999999999,43.6533
1130,2017-01-07,6,9:30,6,-79.90675999999999,43.6533
1131,2017-01-08,0,10,1,-79.90675999999999,43.6533
1132,2017-01-08,0,10:30,1,-79.90675999999999,43.6533
1133,2017-01-08,0,11,2,-79.90675999999999,43.6533
1134,2017-01-08,0,11:30,2,-79.90675999999999,43.6533
1135,2017-01-08,0,12,5,-79.90675999999999,43.6533
1136,2017-01-08,0,12:30,6,-79.90675999999999,43.6533
1137,2017-01-08,0,13,6,-79.90675999999999,43.6533
1138,2017-01-08,0,13:30,3,-79.90675999999999,43.6533
1139,2017-01-08,0,14,5,-79.90675999999999,43.6533
1140,2017-01-08,0,14:30,5,-79.90675999999999,43.6533
1141,2017-01-08,0,15,4,-79.90675999999999,43.6533
1142,2017-01-08,0,9,3,-79.90675999999999,43.6533
1143,2017-01-08,0,9:30,1,-79.90675999999999,43.6533
1144,2017-01-09,1,10,7,-79.90675999999999,43.6533
1145,2017-01-09,1,10:30,1,-79.90675999999999,43.6533
1146,2017-01-09,1,11,3,-79.90675999999999,43.6533
1147,2017-01-09,1,11:30,4,-79.90675999999999,43.6533
1148,2017-01-09,1,12,1,-79.90675999999999,43.6533
1149,2017-01-09,1,12:30,3,-79.90675999999999,43.6533
1150,2017-01-09,1,13,2,-79.90675999999999,43.6533
1151,2017-01-09,1,13:30,4,-79.90675999999999,43.6533
1152,2017-01-09,1,14,1,-79.90675999999999,43.6533
1153,2017-01-09,1,14:30,4,-79.90675999999999,43.6533
1154,2017-01-09,1,15,1,-79.90675999999999,43.6533
1155,2017-01-09,1,15:30,1,-79.90675999999999,43.6533
1156,2017-01-09,1,16,1,-79.90675999999999,43.6533
1157,2017-01-09,1,8:30,2,-79.90675999999999,43.6533
1158,2017-01-09,1,9,3,-79.90675999999999,43.6533
1159,2017-01-09,1,9:30,4,-79.90675999999999,43.6533
1160,2017-01-10,2,10,2,-79.90675999999999,43.6533
1161,2017-01-10,2,10:30,2,-79.90675999999999,43.6533
1162,2017-01-10,2,11:30,6,-79.90675999999999,43.6533
1163,2017-01-10,2,12,4,-79.90675999999999,43.6533
1164,2017-01-10,2,12:30,9,-79.90675999999999,43.6533
1165,2017-01-10,2,13,5,-79.90675999999999,43.6533
1166,2017-01-10,2,13:30,7,-79.90675999999999,43.6533
1167,2017-01-10,2,14,2,-79.90675999999999,43.6533
1168,2017-01-10,2,14:30,1,-79.90675999999999,43.6533
1169,2017-01-10,2,15,2,-79.90675999999999,43.6533
1170,2017-01-10,2,15:30,3,-79.90675999999999,43.6533
1171,2017-01-10,2,16,1,-79.90675999999999,43.6533
1172,2017-01-10,2,16:30,2,-79.90675999999999,43.6533
1173,2017-01-10,2,8:30,1,-79.90675999999999,43.6533
1174,2017-01-10,2,9,1,-79.90675999999999,43.6533
1175,2017-01-10,2,9:30,4,-79.90675999999999,43.6533
1176,2017-01-11,3,10,1,-79.90675999999999,43.6533
1177,2017-01-11,3,10:30,9,-79.90675999999999,43.6533
1178,2017-01-11,3,11,5,-79.90675999999999,43.6533
1179,2017-01-11,3,11:30,4,-79.90675999999999,43.6533
1180,2017-01-11,3,12,2,-79.90675999999999,43.6533
1181,2017-01-11,3,12:30,1,-79.90675999999999,43.6533
1182,2017-01-11,3,13,1,-79.90675999999999,43.6533
1183,2017-01-11,3,13:30,1,-79.90675999999999,43.6533
1184,2017-01-11,3,14,6,-79.90675999999999,43.6533
1185,2017-01-11,3,14:30,5,-79.90675999999999,43.6533
1186,2017-01-11,3,15,2,-79.90675999999999,43.6533
1187,2017-01-11,3,15:30,4,-79.90675999999999,43.6533
1188,2017-01-11,3,16:30,2,-79.90675999999999,43.6533
1189,2017-01-11,3,8,1,-79.90675999999999,43.6533
1190,2017-01-11,3,9,2,-79.90675999999999,43.6533
1191,2017-01-11,3,9:30,5,-79.90675999999999,43.6533
1192,2017-01-12,4,10,2,-79.90675999999999,43.6533
1193,2017-01-12,4,10:30,3,-79.90675999999999,43.6533
1194,2017-01-12,4,11,7,-79.90675999999999,43.6533
1195,2017-01-12,4,11:30,7,-79.90675999999999,43.6533
1196,2017-01-12,4,12:30,2,-79.90675999999999,43.6533
1197,2017-01-12,4,13:30,2,-79.90675999999999,43.6533
1198,2017-01-12,4,14,1,-79.90675999999999,43.6533
1199,2017-01-12,4,14:30,1,-79.90675999999999,43.6533
1200,2017-01-12,4,15,2,-79.90675999999999,43.6533
1201,2017-01-12,4,15:30,2,-79.90675999999999,43.6533
1202,2017-01-12,4,16,1,-79.90675999999999,43.6533
1203,2017-01-12,4,16:30,1,-79.90675999999999,43.6533
1204,2017-01-12,4,7:30,1,-79.90675999999999,43.6533
1205,2017-01-12,4,9,2,-79.90675999999999,43.6533
1206,2017-01-12,4,9:30,7,-79.90675999999999,43.6533
1207,2017-01-13,5,10:30,3,-79.90675999999999,43.6533
1208,2017-01-13,5,11,2,-79.90675999999999,43.6533
1209,2017-01-13,5,11:30,4,-79.90675999999999,43.6533
1210,2017-01-13,5,12,4,-79.90675999999999,43.6533
1211,2017-01-13,5,12:30,10,-79.90675999999999,43.6533
1212,2017-01-13,5,13,4,-79.90675999999999,43.6533
1213,2017-01-13,5,13:30,1,-79.90675999999999,43.6533
1214,2017-01-13,5,14,4,-79.90675999999999,43.6533
1215,2017-01-13,5,14:30,1,-79.90675999999999,43.6533
1216,2017-01-13,5,15,3,-79.90675999999999,43.6533
1217,2017-01-13,5,15:30,5,-79.90675999999999,43.6533
1218,2017-01-13,5,16,3,-79.90675999999999,43.6533
1219,2017-01-13,5,16:30,1,-79.90675999999999,43.6533
1220,2017-01-13,5,17,1,-79.90675999999999,43.6533
1221,2017-01-13,5,9,2,-79.90675999999999,43.6533
1222,2017-01-13,5,9:30,3,-79.90675999999999,43.6533
1223,2017-01-14,6,10,4,-79.90675999999999,43.6533
1224,2017-01-14,6,10:30,5,-79.90675999999999,43.6533
1225,2017-01-14,6,11,3,-79.90675999999999,43.6533
1226,2017-01-14,6,11:30,7,-79.90675999999999,43.6533
1227,2017-01-14,6,12,5,-79.90675999999999,43.6533
1228,2017-01-14,6,12:30,12,-79.90675999999999,43.6533
1229,2017-01-14,6,13,1,-79.90675999999999,43.6533
1230,2017-01-14,6,13:30,3,-79.90675999999999,43.6533
1231,2017-01-14,6,14,6,-79.90675999999999,43.6533
1232,2017-01-14,6,14:30,7,-79.90675999999999,43.6533
1233,2017-01-14,6,15,1,-79.90675999999999,43.6533
1234,2017-01-14,6,15:30,3,-79.90675999999999,43.6533
1235,2017-01-14,6,16,4,-79.90675999999999,43.6533
1236,2017-01-14,6,16:30,4,-79.90675999999999,43.6533
1237,2017-01-14,6,18,3,-79.90675999999999,43.6533
1238,2017-01-14,6,8:30,1,-79.90675999999999,43.6533
1239,2017-01-14,6,9,3,-79.90675999999999,43.6533
1240,2017-01-14,6,9:30,9,-79.90675999999999,43.6533
1241,2017-01-15,0,10,1,-79.90675999999999,43.6533
1242,2017-01-15,0,10:30,5,-79.90675999999999,43.6533
1243,2017-01-15,0,11,2,-79.90675999999999,43.6533
1244,2017-01-15,0,11:30,6,-79.90675999999999,43.6533
1245,2017-01-15,0,12,2,-79.90675999999999,43.6533
1246,2017-01-15,0,12:30,3,-79.90675999999999,43.6533
1247,2017-01-15,0,13,4,-79.90675999999999,43.6533
1248,2017-01-15,0,13:30,1,-79.90675999999999,43.6533
1249,2017-01-15,0,14,5,-79.90675999999999,43.6533
1250,2017-01-15,0,14:30,4,-79.90675999999999,43.6533
1251,2017-01-15,0,15,3,-79.90675999999999,43.6533
1252,2017-01-15,0,15:30,3,-79.90675999999999,43.6533
1253,2017-01-15,0,16,4,-79.90675999999999,43.6533
1254,2017-01-15,0,9:30,2,-79.90675999999999,43.6533
1255,2017-01-16,1,10,7,-79.90675999999999,43.6533
1256,2017-01-16,1,10:30,2,-79.90675999999999,43.6533
1257,2017-01-16,1,11,1,-79.90675999999999,43.6533
1258,2017-01-16,1,11:30,1,-79.90675999999999,43.6533
1259,2017-01-16,1,12,4,-79.90675999999999,43.6533
1260,2017-01-16,1,12:30,4,-79.90675999999999,43.6533
1261,2017-01-16,1,13,4,-79.90675999999999,43.6533
1262,2017-01-16,1,14,2,-79.90675999999999,43.6533
1263,2017-01-16,1,15,4,-79.90675999999999,43.6533
1264,2017-01-16,1,15:30,1,-79.90675999999999,43.6533
1265,2017-01-16,1,16,3,-79.90675999999999,43.6533
1266,2017-01-16,1,16:30,2,-79.90675999999999,43.6533
1267,2017-01-16,1,8,1,-79.90675999999999,43.6533
1268,2017-01-16,1,9:30,7,-79.90675999999999,43.6533
1269,2017-01-17,2,10,1,-79.90675999999999,43.6533
1270,2017-01-17,2,10:30,1,-79.90675999999999,43.6533
1271,2017-01-17,2,11,4,-79.90675999999999,43.6533
1272,2017-01-17,2,11:30,1,-79.90675999999999,43.6533
1273,2017-01-17,2,12,2,-79.90675999999999,43.6533
1274,2017-01-17,2,12:30,2,-79.90675999999999,43.6533
1275,2017-01-17,2,13,6,-79.90675999999999,43.6533
1276,2017-01-17,2,13:30,4,-79.90675999999999,43.6533
1277,2017-01-17,2,14,3,-79.90675999999999,43.6533
1278,2017-01-17,2,14:30,1,-79.90675999999999,43.6533
1279,2017-01-17,2,15,4,-79.90675999999999,43.6533
1280,2017-01-17,2,15:30,3,-79.90675999999999,43.6533
1281,2017-01-17,2,16,1,-79.90675999999999,43.6533
1282,2017-01-17,2,16:30,2,-79.90675999999999,43.6533
1283,2017-01-17,2,17,1,-79.90675999999999,43.6533
1284,2017-01-17,2,9,4,-79.90675999999999,43.6533
1285,2017-01-17,2,9:30,3,-79.90675999999999,43.6533
1286,2017-01-18,3,10,4,-79.90675999999999,43.6533
1287,2017-01-18,3,10:30,3,-79.90675999999999,43.6533
1288,2017-01-18,3,11:30,2,-79.90675999999999,43.6533
1289,2017-01-18,3,12,1,-79.90675999999999,43.6533
1290,2017-01-18,3,13,2,-79.90675999999999,43.6533
1291,2017-01-18,3,13:30,1,-79.90675999999999,43.6533
1292,2017-01-18,3,14,2,-79.90675999999999,43.6533
1293,2017-01-18,3,15,4,-79.90675999999999,43.6533
1294,2017-01-18,3,15:30,1,-79.90675999999999,43.6533
1295,2017-01-18,3,16,4,-79.90675999999999,43.6533
1296,2017-01-18,3,16:30,1,-79.90675999999999,43.6533
1297,2017-01-18,3,17,1,-79.90675999999999,43.6533
1298,2017-01-18,3,18,1,-79.90675999999999,43.6533
1299,2017-01-18,3,8:30,2,-79.90675999999999,43.6533
1300,2017-01-18,3,9,4,-79.90675999999999,43.6533
1301,2017-01-18,3,9:30,1,-79.90675999999999,43.6533
1302,2017-01-19,4,10,4,-79.90675999999999,43.6533
1303,2017-01-19,4,10:30,5,-79.90675999999999,43.6533
1304,2017-01-19,4,11,8,-79.90675999999999,43.6533
1305,2017-01-19,4,11:30,6,-79.90675999999999,43.6533
1306,2017-01-19,4,12,4,-79.90675999999999,43.6533
1307,2017-01-19,4,12:30,3,-79.90675999999999,43.6533
1308,2017-01-19,4,13,3,-79.90675999999999,43.6533
1309,2017-01-19,4,13:30,3,-79.90675999999999,43.6533
1310,2017-01-19,4,14:30,6,-79.90675999999999,43.6533
1311,2017-01-19,4,15,3,-79.90675999999999,43.6533
1312,2017-01-19,4,15:30,2,-79.90675999999999,43.6533
1313,2017-01-19,4,17,1,-79.90675999999999,43.6533
1314,2017-01-19,4,8:30,1,-79.90675999999999,43.6533
1315,2017-01-19,4,9,1,-79.90675999999999,43.6533
1316,2017-01-19,4,9:30,4,-79.90675999999999,43.6533
1317,2017-01-20,5,10,2,-79.90675999999999,43.6533
1318,2017-01-20,5,10:30,3,-79.90675999999999,43.6533
1319,2017-01-20,5,11,2,-79.90675999999999,43.6533
1320,2017-01-20,5,11:30,3,-79.90675999999999,43.6533
1321,2017-01-20,5,12,6,-79.90675999999999,43.6533
1322,2017-01-20,5,12:30,5,-79.90675999999999,43.6533
1323,2017-01-20,5,13,6,-79.90675999999999,43.6533
1324,2017-01-20,5,13:30,3,-79.90675999999999,43.6533
1325,2017-01-20,5,14,4,-79.90675999999999,43.6533
1326,2017-01-20,5,14:30,5,-79.90675999999999,43.6533
1327,2017-01-20,5,15,3,-79.90675999999999,43.6533
1328,2017-01-20,5,15:30,4,-79.90675999999999,43.6533
1329,2017-01-20,5,16,3,-79.90675999999999,43.6533
1330,2017-01-20,5,16:30,5,-79.90675999999999,43.6533
1331,2017-01-20,5,17,1,-79.90675999999999,43.6533
1332,2017-01-20,5,8:30,6,-79.90675999999999,43.6533
1333,2017-01-20,5,9,2,-79.90675999999999,43.6533
1334,2017-01-20,5,9:30,6,-79.90675999999999,43.6533
1335,2017-01-21,6,10,4,-79.90675999999999,43.6533
1336,2017-01-21,6,10:30,6,-79.90675999999999,43.6533
1337,2017-01-21,6,11,5,-79.90675999999999,43.6533
1338,2017-01-21,6,11:30,11,-79.90675999999999,43.6533
1339,2017-01-21,6,12,5,-79.90675999999999,43.6533
1340,2017-01-21,6,12:30,11,-79.90675999999999,43.6533
1341,2017-01-21,6,13,4,-79.90675999999999,43.6533
1342,2017-01-21,6,13:30,2,-79.90675999999999,43.6533
1343,2017-01-21,6,14,6,-79.90675999999999,43.6533
1344,2017-01-21,6,14:30,7,-79.90675999999999,43.6533
1345,2017-01-21,6,15,6,-79.90675999999999,43.6533
1346,2017-01-21,6,15:30,6,-79.90675999999999,43.6533
1347,2017-01-21,6,16,5,-79.90675999999999,43.6533
1348,2017-01-21,6,16:30,3,-79.90675999999999,43.6533
1349,2017-01-21,6,8:30,3,-79.90675999999999,43.6533
1350,2017-01-21,6,9,5,-79.90675999999999,43.6533
1351,2017-01-21,6,9:30,5,-79.90675999999999,43.6533
1352,2017-01-22,0,10,7,-79.90675999999999,43.6533
1353,2017-01-22,0,10:30,6,-79.90675999999999,43.6533
1354,2017-01-22,0,11,5,-79.90675999999999,43.6533
1355,2017-01-22,0,11:30,4,-79.90675999999999,43.6533
1356,2017-01-22,0,12,6,-79.90675999999999,43.6533
1357,2017-01-22,0,12:30,5,-79.90675999999999,43.6533
1358,2017-01-22,0,13,6,-79.90675999999999,43.6533
1359,2017-01-22,0,13:30,2,-79.90675999999999,43.6533
1360,2017-01-22,0,14,4,-79.90675999999999,43.6533
1361,2017-01-22,0,14:30,5,-79.90675999999999,43.6533
1362,2017-01-22,0,15,5,-79.90675999999999,43.6533
1363,2017-01-22,0,15:30,3,-79.90675999999999,43.6533
1364,2017-01-22,0,9,2,-79.90675999999999,43.6533
1365,2017-01-22,0,9:30,5,-79.90675999999999,43.6533
1366,2017-01-23,1,10:30,1,-79.90675999999999,43.6533
1367,2017-01-23,1,11,2,-79.90675999999999,43.6533
1368,2017-01-23,1,11:30,2,-79.90675999999999,43.6533
1369,2017-01-23,1,12,2,-79.90675999999999,43.6533
1370,2017-01-23,1,12:30,10,-79.90675999999999,43.6533
1371,2017-01-23,1,13,4,-79.90675999999999,43.6533
1372,2017-01-23,1,13:30,5,-79.90675999999999,43.6533
1373,2017-01-23,1,14,3,-79.90675999999999,43.6533
1374,2017-01-23,1,14:30,1,-79.90675999999999,43.6533
1375,2017-01-23,1,15,3,-79.90675999999999,43.6533
1376,2017-01-23,1,15:30,2,-79.90675999999999,43.6533
1377,2017-01-23,1,16,2,-79.90675999999999,43.6533
1378,2017-01-23,1,16:30,3,-79.90675999999999,43.6533
1379,2017-01-23,1,8:30,2,-79.90675999999999,43.6533
1380,2017-01-23,1,9,2,-79.90675999999999,43.6533
